Date,Open,High,Low,Close
2007/9/10,,,,13127.85
2007/9/11,,,,13308.39
2007/9/12,,,,13291.65
2007/9/13,,,,13424.88
2007/9/14,,,,13442.52
2007/9/17,,,,13403.42
2007/9/18,,,,13739.39
2007/9/19,,,,13815.56
2007/9/20,,,,13766.7
2007/9/21,,,,13820.19
2007/9/24,,,,13759.06
2007/9/25,,,,13778.65
2007/9/26,,,,13878.15
2007/9/27,,,,13912.94
2007/9/28,,,,13895.63
2007/10/1,,,,14087.55
2007/10/2,,,,14047.31
2007/10/3,,,,13968.05
2007/10/4,,,,13974.31
2007/10/5,,,,14066.01
2007/10/8,,,,14043.73
2007/10/9,,,,14164.53
2007/10/10,,,,14078.69
2007/10/11,,,,14015.12
2007/10/12,,,,14093.08
2007/10/15,,,,13984.8
2007/10/16,,,,13912.94
2007/10/17,,,,13892.54
2007/10/18,,,,13888.96
2007/10/19,,,,13522.02
2007/10/22,,,,13566.97
2007/10/23,,,,13676.23
2007/10/24,,,,13675.25
2007/10/25,,,,13671.92
2007/10/26,,,,13806.7
2007/10/29,,,,13870.26
2007/10/30,,,,13792.47
2007/10/31,,,,13930.01
2007/11/1,,,,13567.87
2007/11/2,,,,13595.1
2007/11/5,,,,13543.4
2007/11/6,,,,13660.94
2007/11/7,,,,13300.02
2007/11/8,,,,13266.29
2007/11/9,,,,13042.74
2007/11/12,,,,12987.55
2007/11/13,,,,13307.09
2007/11/14,,,,13231.01
2007/11/15,,,,13110.05
2007/11/16,,,,13176.79
2007/11/19,,,,12958.44
2007/11/20,,,,13010.14
2007/11/21,,,,12799.04
2007/11/22,,,,.
2007/11/23,,,,12980.88
2007/11/26,,,,12743.44
2007/11/27,,,,12958.44
2007/11/28,,,,13289.45
2007/11/29,,,,13311.73
2007/11/30,,,,13371.72
2007/12/3,,,,13314.57
2007/12/4,,,,13248.73
2007/12/5,,,,13444.96
2007/12/6,,,,13619.89
2007/12/7,,,,13625.58
2007/12/10,,,,13727.03
2007/12/11,,,,13432.77
2007/12/12,,,,13473.9
2007/12/13,,,,13517.96
2007/12/14,,,,13339.85
2007/12/17,,,,13167.2
2007/12/18,,,,13232.47
2007/12/19,,,,13207.27
2007/12/20,,,,13245.64
2007/12/21,,,,13450.65
2007/12/24,,,,13549.33
2007/12/25,,,,.
2007/12/26,,,,13551.69
2007/12/27,,,,13359.61
2007/12/28,,,,13365.87
2007/12/31,,,,13264.82
2008/1/1,,,,.
2008/1/2,,,,13043.96
2008/1/3,,,,13056.72
2008/1/4,,,,12800.18
2008/1/7,,,,12827.49
2008/1/8,,,,12589.07
2008/1/9,,,,12735.31
2008/1/10,,,,12853.09
2008/1/11,,,,12606.3
2008/1/14,,,,12778.15
2008/1/15,,,,12501.11
2008/1/16,,,,12466.16
2008/1/17,,,,12159.21
2008/1/18,,,,12099.3
2008/1/21,,,,.
2008/1/22,,,,11971.19
2008/1/23,,,,12270.17
2008/1/24,,,,12378.61
2008/1/25,,,,12207.17
2008/1/28,,,,12383.89
2008/1/29,,,,12480.3
2008/1/30,,,,12442.83
2008/1/31,,,,12650.36
2008/2/1,,,,12743.19
2008/2/4,,,,12635.16
2008/2/5,,,,12265.13
2008/2/6,,,,12200.1
2008/2/7,,,,12247
2008/2/8,,,,12182.13
2008/2/11,,,,12240.01
2008/2/12,,,,12373.41
2008/2/13,,,,12552.24
2008/2/14,,,,12376.98
2008/2/15,,,,12348.21
2008/2/18,,,,.
2008/2/19,,,,12337.22
2008/2/20,,,,12427.26
2008/2/21,,,,12284.3
2008/2/22,,,,12381.02
